name,library_type,address,homepage_url,lat,lng
동수작은도서관,작은도서관,인천광역시 부평구 동수북로166번길 20(부평동),http://www.bppl.or.kr,37.4880013,126.724491
동양도서관,공공도서관,인천광역시 계양구 당미길 31,http://www.gygl.go.kr,37.561924,126.757834
동읍평생교육센터,작은도서관,경상남도 창원시 의창구 동읍 동읍로 88,,35.28436931,128.6827261
동이트는작은도서관,작은도서관,광주광역시 북구 당뫼로 12(중흥동),https://www.smalllibrary.org/library/detail/1048485,35.16746852,126.9137492
동인느티나무도서관,작은도서관,대구광역시 중구 동덕로38길 47,http://lib.jung.daegu.kr,35.871319,128.607203
동인천동작은도서관,작은도서관,인천광역시 중구 참외전로72번길 25,,37.47682521,126.6289482
동일스위트 혜윰 작은도서관,작은도서관,경상남도 진주시 공단로 30(동일스위트아파트),,35.17376001,128.1036654
동작샘터도서관,작은도서관,서울특별시 동작구 동작대로29길 63-26,http://lib.dongjak.go.kr/,37.4883609,126.977553
동작영어마루도서관,공공도서관,서울특별시 동작구 장승배기로16길 98,http://lib.dongjak.go.kr/,37.50920443,126.943434
동진주 어린이 작은도서관,작은도서관,"경상남도 진주시 도동천로 262, 동진주어린이작은도서관",,35.1903273,128.1238805
동천도서관,공공도서관,경기도 용인시 수지구 수풍로57-14,https://lib.yongin.go.kr/,37.33014064,127.0901125
동천동작은도서관,작은도서관,광주광역시 서구 유림로98번길 8,,35.17086744,126.864735
동천마을6단지작은도서관,작은도서관,광주광역시 서구 하남대로710번길 5,,35.1710859,126.870823
동촌역사 작은도서관,작은도서관,대구광역시 동구 동촌역사로 3길 35,https://library.daegu.go.kr/donggu,35.890163,128.649818
동춘나래도서관,공공도서관,인천광역시 연수구 봉재산로54번길 30,http://www.yspubliclib.go.kr,37.40769326,126.6641127
동탄다원이음터도서관,공공도서관,경기도 화성시 동탄순환대로 754-14,www.hscitylib.or.kr,37.21054214,127.1048231
동탄복합문화센터도서관,공공도서관,경기도 화성시 노작로 134,www.hscitylib.or.kr,37.20068757,127.0751432
동탄중앙이음터도서관,공공도서관,경기도 화성시 동탄대로시범길 115,www.hscitylib.or.kr,37.19882557,127.1107996
동해교육도서관,공공도서관,강원특별자치도 동해시 부곡5길 22(부곡동),https://lib.gwe.go.kr/dhlib,37.538716,129.109823
동해꿈빛마루도서관,공공도서관,강원특별자치도 동해시 천곡로 114,www.donghaelib.go.kr,37.52389542,129.1182123
동해석곡도서관,공공도서관,경상북도 포항시 남구 동해면 일월로41번길 19,http://phlib.pohang.go.kr/,35.990827,129.437494
동해시립발한도서관,공공도서관,강원특별자치도 동해시 해안로 535,www.donghaelib.go.kr,37.54822731,129.1058549
동해시립북삼도서관,공공도서관,강원특별자치도 동해시 효자로 649,www.donghaelib.go.kr,37.49270731,129.1044232
동행 작은도서관,작은도서관,인천광역시 서구 고래울로 6-1 (가좌동),,37.48846687,126.6837645
동행작은도서관,작은도서관,부산광역시 강서구 명지국제6로 288,,35.10098091,128.9242407
동화도서관,공공도서관,경기도 부천시 원미구 장말로 107(상동),www.bcl.go.kr,37.49478344,126.7542142
동화동 작은도서관,작은도서관,서울특별시 중구 다산로36길 100,https://www.junggulib.or.kr,37.559982,127.019422
두근두근작은도서관(마고정 3단지 도서관),작은도서관,서울특별시 은평구 진관2로 90 마고정3단지아파트 314동 지층 문고,,37.63251009,126.9275521
두드림 도서관,작은도서관,서울특별시 은평구 진관3로 15-35 1001동 1층(3지구),,37.64003838,126.9181869
두빛나래어린이도서관,어린이도서관,경기도 화성시 동탄숲속로 69-14,www.hscitylib.or.kr,37.20925484,127.056105
두산미소도서관,작은도서관,대구광역시 달서구 당산로 82 (성당동),,35.84489764,128.546137
두송작은도서관,작은도서관,부산광역시 사하구 다대로429번길 30(다대동),http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.06355188,128.9820097
두암1동작은도서관,작은도서관,광주광역시 북구 동문대로110번길 77(두암1동 행정복지센터 2층),https://www.smalllibrary.org/library/detail/1048362,35.17103624,126.9289653
두암2동작은도서관,작은도서관,광주광역시 북구 면앙로192번길 15(두암2동 행정복지센터 3층),https://www.smalllibrary.org/library/detail/1048364,35.17460153,126.9325313
두암3동작은도서관,작은도서관,광주광역시 북구 삼정로3번길 25(두암3동 행정복지센터 3층),https://www.smalllibrary.org/library/detail/1048365,35.1630313,126.9347551
두암타운작은도서관,작은도서관,광주광역시 동구 밤실로 147(산수동),,35.16123352,126.9349042
두정도서관,공공도서관,충청남도 천안시 서북구 부성3길 9,http://www.cheonan.go.kr/lib.do,36.83458255,127.1346155
두호동 두무치 작은도서관,공공도서관,경상북도 포항시 북구 삼호로203번길 22 (두호동 농업인회관 1층),http://phlib.pohang.go.kr/,36.057536,129.374835
두호동 책이랑바다랑 작은도서관,공공도서관,경상북도 포항시 북구 삼호로 260,http://phlib.pohang.go.kr/,36.060906,129.380107
둔내태성도서관,공공도서관,강원특별자치도 횡성군 둔내면 둔방로 4번길 38,http://lib.hsg.go.kr,37.514722,128.212523
둔덕청마꽃들작은도서관,작은도서관,경상남도 거제시 둔덕면 거제남서로 4624,https://lib.geoje.go.kr,34.83654182,128.504779
둔산도서관,공공도서관,대전광역시 서구 청사로 263,https://www.seogu.go.kr/learning/dunsanlib/index.do,36.360027,127.393188
둔촌도서관,공공도서관,"서울특별시 강동구 동남로49길 21-8(둔촌동, 둔촌도서관)",https://www.gdlibrary.or.kr,37.5317359,127.1483674
둔포도서관,공공도서관,충청남도 아산시 둔포면 둔포중앙로 161번길 27-6,http://ascl.asan.go.kr,36.92643394,127.0409036
둥지나래어린이도서관,어린이도서관,경기도 화성시 향남읍 행정중앙2로 88,www.hscitylib.or.kr,37.12917664,126.9247654
드림작은도서관 (담양),작은도서관,전라남도 담양군 무정면 중리도동길 42-34,,35.28350359,127.0065089
드림작은도서관 (대구),작은도서관,대구광역시 달성군 구지면 창리서로 57,,35.659343,128.407236
드림작은도서관 (울산),작은도서관,울산광역시 남구 돋질로 34(신정동),,35.53710883,129.3097612
드림파크 어울림 1단지 문고,작은도서관,"인천광역시 서구 봉화로 18, 드림파크어울림1단지 내 작은도서관",,37.59565987,126.6392635
드림하이 작은도서관,작은도서관,"인천광역시 서구 완정로64번길 64, 3층",,37.596244,126.673545
들꽃도서관,작은도서관,광주광역시 북구 서강로 77(운암동),https://www.smalllibrary.org/library/detail/1048458,35.17933494,126.8703196
들꽃이야기 작은도서관,작은도서관,부산광역시 남구 수영로219번길 33 (대연동) 3층,,35.13667931,129.090298
들꽃작은도서관,작은도서관,광주광역시 서구 화개2로9번길 29-13,,35.12438251,126.8547268
들락날락작은도서관,작은도서관,광주광역시 서구 내방로338번길 12,,35.15630021,126.877433
등대작은도서관,작은도서관,강원특별자치도 동해시 논골길 78,www.donghaelib.go.kr,37.55870398,129.1142609
등마루골작은도서관,작은도서관,"서울특별시 강서구 등촌로 143, 등촌2동주민센터 2층",http://lib.gangseo.seoul.kr,37.54265881,126.8625043
등빛도서관,공공도서관,서울특별시 강서구 강서로62길 48,http://lib.gangseo.seoul.kr,37.5624556,126.8423755
디딤돌 문고,작은도서관,경상남도 진주시 망경로 279,,35.18500764,128.083718
디에트르 더힐 작은도서관,작은도서관,"인천광역시 서구 서로3로 255 (원당동, 검단신도시 디에트르 더 힐)",,37.6022774,126.708984
디지털정보도서관,공공도서관,광주광역시 동구 금남로 245,https://citylib.gwangju.go.kr,35.14835809,126.918779
떡갈나무숲작은도서관,작은도서관,"경상남도 김해시 율하2로 162, 율현마을주공13단지아파트 주민공동시설 지하1층",http://lib.gimhae.go.kr,35.16853242,128.8185189
뜨란채작은도서관,작은도서관,"경상남도 김해시 우암로 36, 관리동 2층(외동)",http://lib.gimhae.go.kr,35.23286123,128.8624359
